objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,cabinet,drawer,box,bag,type_point,material,material_source,length_mm,width_mm,thickness_mm,weight_g,count,GGOI,filename,display_template,object_location,image_small,image_thumb
ce_ca_d1_2392-a,,Ce.2392,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2392-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,19.79,28.11,16.04,9.8,1,,CE_CA_D1_2392-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2392-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2392-a_th.jpg
ce_ca_d1_2392-b,ce_ca_d1_2392-a,Ce.2392,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2392-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,19.79,28.11,16.04,9.8,1,,CE_CA_D1_2392-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2392-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2392-b_th.jpg
ce_ca_d1_2393-a,,Ce.2393,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2393-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,24.41,37.82,27.38,28.7,1,,CE_CA_D1_2393-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2393-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2393-a_th.jpg
ce_ca_d1_2393-b,ce_ca_d1_2393-a,Ce.2393,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2393-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,24.41,37.82,27.38,28.7,1,,CE_CA_D1_2393-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2393-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2393-b_th.jpg
ce_ca_d1_2393-c,ce_ca_d1_2393-a,Ce.2393,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2393-c,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,24.41,37.82,27.38,28.7,1,,CE_CA_D1_2393-c.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2393-c_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2393-c_th.jpg
ce_ca_d1_2394-a,,Ce.2394,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2394-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,38.02,26.32,26.79,23.5,1,,CE_CA_D1_2394-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2394-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2394-a_th.jpg
ce_ca_d1_2394-b,ce_ca_d1_2394-a,Ce.2394,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2394-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,38.02,26.32,26.79,23.5,1,,CE_CA_D1_2394-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2394-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2394-b_th.jpg
ce_ca_d1_2394-c,ce_ca_d1_2394-a,Ce.2394,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2394-c,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,38.02,26.32,26.79,23.5,1,,CE_CA_D1_2394-c.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2394-c_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2394-c_th.jpg
ce_ca_d1_2395-a,,Ce.2395,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2395-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,30.81,68.20,28.76,65.7,1,,CE_CA_D1_2395-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2395-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2395-a_th.jpg
ce_ca_d1_2395-b,ce_ca_d1_2395-a,Ce.2395,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2395-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,30.81,68.20,28.76,65.7,1,,CE_CA_D1_2395-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2395-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2395-b_th.jpg
ce_ca_d1_2395-c,ce_ca_d1_2395-a,Ce.2395,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2395-c,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,30.81,68.20,28.76,65.7,1,,CE_CA_D1_2395-c.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2395-c_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2395-c_th.jpg
ce_ca_d1_2396-a,,Ce.2396,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2396-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,46.71,26.04,17.76,18.49,1,,CE_CA_D1_2396-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2396-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2396-a_th.jpg
ce_ca_d1_2396-b,ce_ca_d1_2396-a,Ce.2396,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2396-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,46.71,26.04,17.76,18.49,1,,CE_CA_D1_2396-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2396-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2396-b_th.jpg
ce_ca_d1_2397-a,,Ce.2397,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2397-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,22.39,41.85,38.90,44.1,1,,CE_CA_D1_2397-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2397-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2397-a_th.jpg
ce_ca_d1_2397-b,ce_ca_d1_2397-a,Ce.2397,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2397-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,22.39,41.85,38.90,44.1,1,,CE_CA_D1_2397-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2397-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2397-b_th.jpg
ce_ca_d1_2398-a,,Ce.2398,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2398-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,21.45,37.54,20.88,13.0,1,,CE_CA_D1_2398-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2398-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2398-a_th.jpg
ce_ca_d1_2398-b,ce_ca_d1_2398-a,Ce.2398,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2398-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,21.45,37.54,20.88,13.0,1,,CE_CA_D1_2398-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2398-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2398-b_th.jpg
ce_ca_d1_2398-c,ce_ca_d1_2398-a,Ce.2398,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2398-c,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,21.45,37.54,20.88,13.0,1,,CE_CA_D1_2398-c.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2398-c_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2398-c_th.jpg
ce_ca_d1_2399-a,,Ce.2399,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2399-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,49.75,42.78,14.39,23.7,1,,CE_CA_D1_2399-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2399-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2399-a_th.jpg
ce_ca_d1_2399-b,ce_ca_d1_2399-a,Ce.2399,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2399-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,49.75,42.78,14.39,23.7,1,,CE_CA_D1_2399-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2399-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2399-b_th.jpg
ce_ca_d1_2400-a,,Ce.2400,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2400-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,31.89,69.10,15.87,17.6,1,,CE_CA_D1_2400-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2400-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2400-a_th.jpg
ce_ca_d1_2400-b,ce_ca_d1_2400-a,Ce.2400,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2400-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,31.89,69.10,15.87,17.6,1,,CE_CA_D1_2400-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2400-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2400-b_th.jpg
ce_ca_d1_2401-a,,Ce.2401,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2401-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,43.40,40.96,9.48,9.3,1,,CE_CA_D1_2401-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2401-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2401-a_th.jpg
ce_ca_d1_2401-b,ce_ca_d1_2401-a,Ce.2401,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2401-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,43.40,40.96,9.48,9.3,1,,CE_CA_D1_2401-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2401-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2401-b_th.jpg
ce_ca_d1_2402-a,,Ce.2402,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2402-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,68.74,78.10,69.91,368.0,1,,CE_CA_D1_2402-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2402-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2402-a_th.jpg
ce_ca_d1_2402-b,ce_ca_d1_2402-a,Ce.2402,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2402-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,68.74,78.10,69.91,368.0,1,,CE_CA_D1_2402-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2402-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2402-b_th.jpg
ce_ca_d1_2403-a,,Ce.2403,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2403-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,40.63,33.73,14.11,15.1,1,,CE_CA_D1_2403-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2403-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2403-a_th.jpg
ce_ca_d1_2403-b,ce_ca_d1_2403-a,Ce.2403,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2403-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,40.63,33.73,14.11,15.1,1,,CE_CA_D1_2403-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2403-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2403-b_th.jpg
ce_ca_d1_2404-a,,Ce.2404,Indigenous,,N/A,,Received early 1973. Sent from Richard Gould while he was at the University of Hawaii.Basalt adze. Mauna Kea adze quarry. Associated w/Ce.2389.,artifacts; lithics,,,,,,,,,CE_CA_D1_2404-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,153.69,52.23,32.35,405.2,1,,CE_CA_D1_2404-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2404-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2404-a_th.jpg
ce_ca_d1_2404-b,ce_ca_d1_2404-a,Ce.2404,Indigenous,,N/A,,Received early 1973. Sent from Richard Gould while he was at the University of Hawaii.Basalt adze. Mauna Kea adze quarry. Associated w/Ce.2389.,artifacts; lithics,,,,,,,,,CE_CA_D1_2404-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,153.69,52.23,32.35,405.2,1,,CE_CA_D1_2404-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2404-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2404-b_th.jpg
ce_ca_d1_2404-c,ce_ca_d1_2404-a,Ce.2404,Indigenous,,N/A,,Received early 1973. Sent from Richard Gould while he was at the University of Hawaii.Basalt adze. Mauna Kea adze quarry. Associated w/Ce.2389.,artifacts; lithics,,,,,,,,,CE_CA_D1_2404-c,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,basalt,N/A,153.69,52.23,32.35,405.2,1,,CE_CA_D1_2404-c.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2404-c_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2404-c_th.jpg
ce_ca_d1_2405-a,,Ce.2405,Indigenous,,N/A,,"3/4th groove, possibly Hopewellian",artifacts; lithics,,,,,,,,,CE_CA_D1_2405-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,maul,unknown,N/A,150.35,75.13,60.81,963.90,1,,CE_CA_D1_2405-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2405-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2405-a_th.jpg
ce_ca_d1_2405-b,ce_ca_d1_2405-a,Ce.2405,Indigenous,,N/A,,"3/4th groove, possibly Hopewellian",artifacts; lithics,,,,,,,,,CE_CA_D1_2405-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,maul,unknown,N/A,150.35,75.13,60.81,963.90,1,,CE_CA_D1_2405-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2405-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2405-b_th.jpg
ce_ca_d1_2416-a,,Ce.2416,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2416-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,96.85,44.85,10.83,53.8,1,,CE_CA_D1_2416-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2416-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2416-a_th.jpg
ce_ca_d1_2416-b,ce_ca_d1_2416-a,Ce.2416,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2416-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,96.85,44.85,10.83,53.8,1,,CE_CA_D1_2416-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2416-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2416-b_th.jpg
ce_ca_d1_2417-a,,Ce.2417,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2417-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,chert,N/A,103.20,47.21,12.43,67.3,1,,CE_CA_D1_2417-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2417-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2417-a_th.jpg
ce_ca_d1_2417-b,ce_ca_d1_2417-a,Ce.2417,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2417-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,chert,N/A,103.20,47.21,12.43,67.3,1,,CE_CA_D1_2417-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2417-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2417-b_th.jpg
ce_ca_d1_2418-a,,Ce.2418,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2418-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,116.27,39.30,8.09,44.9,1,,CE_CA_D1_2418-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2418-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2418-a_th.jpg
